Entity,Code,Day,average_deaths_2015_2019_all_ages,deaths_2020_all_ages,deaths_2015_all_ages,deaths_2016_all_ages,deaths_2017_all_ages,deaths_2018_all_ages,deaths_2019_all_ages,deaths_2021_all_ages
Albania,ALB,2020-01-31,2437.25,2187,,2065,3129,2158,2397,
Albania,ALB,2020-02-29,1934.25,2018,,1905,1845,2013,1974,
Albania,ALB,2020-03-31,1963.25,1993,,1910,1817,2136,1990,
Albania,ALB,2020-04-30,1708,1804,,1652,1665,1828,1687,
Albania,ALB,2020-05-31,1696,1803,,1716,1660,1664,1744,
Albania,ALB,2020-06-30,1644.25,1779,,1678,1605,1576,1718,
Albania,ALB,2020-07-31,1704,2166,,1643,1788,1641,1744,
Albania,ALB,2020-08-31,1713.5,2476,,1578,1833,1709,1734,
Albania,ALB,2020-09-30,1522.5,1982,,1459,1482,1621,1528,
Albania,ALB,2020-10-31,1690.75,2403,,1743,1679,1668,1673,
Albania,ALB,2020-11-30,1773.25,3854,,1855,1716,1730,1792,
Albania,ALB,2020-12-31,2053.25,3140,,2184,2013,2060,1956,
Armenia,ARM,2020-01-31,2727.6,2567,2582,2722,3027,2534,2773,3295
Armenia,ARM,2020-02-29,2380.2,2434,2363,2576,2442,2273,2247,
Armenia,ARM,2020-03-31,2449.6,2288,2763,2349,2568,2215,2353,
Armenia,ARM,2020-04-30,2220.4,2156,2442,2243,2246,1968,2203,
Armenia,ARM,2020-05-31,2254.4,2103,2197,2247,2323,2220,2285,
Armenia,ARM,2020-06-30,2078.2,2869,2288,2169,2103,1902,1929,
Armenia,ARM,2020-07-31,2151.6,2719,2176,2103,2063,2347,2069,
Armenia,ARM,2020-08-31,2083.2,2106,2149,2127,2174,1972,1994,
Armenia,ARM,2020-09-30,1811.6,2042,1949,1891,1712,1704,1802,
Armenia,ARM,2020-10-31,2115.2,3632,2101,2233,2142,2086,2014,
Armenia,ARM,2020-11-30,2316.8,6060,2349,2476,2263,2317,2179,
Armenia,ARM,2020-12-31,2458.6,4395,2485,2993,2304,2107,2404,
Australia,AUS,2020-01-05,2483.6,2518,2471,2384,2511,2455,2597,
Australia,AUS,2020-01-12,2496.4,2520,2327,2592,2541,2433,2589,
Australia,AUS,2020-01-19,2453.6,2509,2374,2450,2423,2428,2593,
Australia,AUS,2020-01-26,2441,2566,2278,2394,2504,2486,2543,
Australia,AUS,2020-02-02,2454.4,2536,2351,2428,2405,2547,2541,
Australia,AUS,2020-02-09,2464.2,2573,2460,2414,2530,2366,2551,
Australia,AUS,2020-02-16,2445,2596,2276,2378,2486,2453,2632,
Australia,AUS,2020-02-23,2504.6,2618,2481,2387,2537,2486,2632,
Australia,AUS,2020-03-01,2494.2,2617,2356,2383,2544,2523,2665,
Australia,AUS,2020-03-08,2510.8,2628,2509,2414,2601,2514,2516,
Australia,AUS,2020-03-15,2464.2,2578,2321,2410,2476,2538,2576,
Australia,AUS,2020-03-22,2510.2,2693,2491,2424,2560,2501,2575,
Australia,AUS,2020-03-29,2525.6,2832,2428,2547,2447,2570,2636,
Australia,AUS,2020-04-05,2519.2,2804,2386,2549,2647,2424,2590,
Australia,AUS,2020-04-12,2578,2742,2543,2552,2580,2499,2716,
Australia,AUS,2020-04-19,2594.4,2671,2532,2532,2651,2625,2632,
Australia,AUS,2020-04-26,2567.4,2715,2652,2497,2582,2477,2629,
Australia,AUS,2020-05-03,2595.4,2678,2584,2469,2600,2648,2676,
Australia,AUS,2020-05-10,2720.2,2792,2717,2572,2754,2757,2801,
Australia,AUS,2020-05-17,2754,2733,2786,2639,2720,2765,2860,
Australia,AUS,2020-05-24,2785.2,2766,2658,2749,2774,2878,2867,
Australia,AUS,2020-05-31,2796.4,2750,2596,2791,2817,2844,2934,
Australia,AUS,2020-06-07,2906,2754,2840,2834,2894,2917,3045,
Australia,AUS,2020-06-14,2811,2708,2698,2734,2830,2768,3025,
Australia,AUS,2020-06-21,2843.2,2630,2759,2774,2833,2898,2952,
Australia,AUS,2020-06-28,2896.2,2711,2783,2854,2862,2912,3070,
Australia,AUS,2020-07-05,2968.2,2769,2896,2942,3041,2965,2997,
Australia,AUS,2020-07-12,2941.6,2774,2914,2834,3132,2835,2993,
Australia,AUS,2020-07-19,3042,2716,2974,3010,3213,2927,3086,
Australia,AUS,2020-07-26,3024.8,3025,2938,2818,3242,3064,3062,
Australia,AUS,2020-08-02,2998,2823,2971,2904,3275,2915,2925,
Australia,AUS,2020-08-09,3064.6,3043,3103,2999,3348,2826,3047,
Australia,AUS,2020-08-16,3040.2,3010,3035,2927,3239,2962,3038,
Australia,AUS,2020-08-23,3084.8,2838,3088,3062,3265,2907,3102,
Australia,AUS,2020-08-30,3085.4,2827,3008,3083,3328,3043,2965,
Australia,AUS,2020-09-06,3047.8,2904,3018,2981,3260,2885,3095,
Australia,AUS,2020-09-13,2969,2771,2996,2930,3272,2732,2915,
Australia,AUS,2020-09-20,2883.8,2767,2829,2746,3205,2744,2895,
Australia,AUS,2020-09-27,2820.4,2741,2763,2868,2929,2773,2769,
Australia,AUS,2020-10-04,2799,2738,2736,2789,2892,2750,2828,
Australia,AUS,2020-10-11,2765.6,2652,2660,2835,2834,2740,2759,
Australia,AUS,2020-10-18,2707.6,2586,2598,2757,2726,2709,2748,
Australia,AUS,2020-10-25,2627,2587,2529,2707,2595,2610,2694,
Australia,AUS,2020-11-01,2646.6,2701,2505,2726,2661,2648,2693,
Australia,AUS,2020-11-08,2596,2624,2488,2740,2488,2631,2633,
Australia,AUS,2020-11-15,2582.2,2707,2480,2695,2561,2527,2648,
Australia,AUS,2020-11-22,2563.2,2572,2435,2605,2570,2624,2582,
Australia,AUS,2020-11-29,2546.2,2558,2508,2582,2504,2567,2570,
Australia,AUS,2020-12-06,2518.4,2625,2449,2431,2548,2572,2592,
Australia,AUS,2020-12-13,2565,2644,2553,2481,2583,2590,2618,
Australia,AUS,2020-12-20,2502.4,2599,2409,2497,2554,2531,2521,
Australia,AUS,2020-12-27,2467.8,2521,2354,2582,2412,2535,2456,
Australia,AUS,2021-01-03,2467.8,,,,,,,
Austria,AUT,2020-01-05,1809,1614,1704,1634,2293,1767,1647,1958
Austria,AUT,2020-01-12,1857,1702,1768,1626,2340,1842,1709,1958
Austria,AUT,2020-01-19,1786.4,1797,1837,1608,2060,1786,1641,2007
Austria,AUT,2020-01-26,1747,1779,1792,1578,1938,1714,1713,1948
Austria,AUT,2020-02-02,1818.6,1947,1837,1609,2045,1870,1732,1865
Austria,AUT,2020-02-09,1836.8,1682,1926,1650,1874,1938,1796,1758
Austria,AUT,2020-02-16,1812.8,1721,1992,1621,1750,1881,1820,1714
Austria,AUT,2020-02-23,1822,1719,2020,1581,1807,1951,1751,1662
Austria,AUT,2020-03-01,1815.6,1768,1883,1714,1696,2021,1764,1578
Austria,AUT,2020-03-08,1753.6,1744,1846,1532,1614,1965,1811,1744
Austria,AUT,2020-03-15,1711.4,1718,1763,1516,1542,1946,1790,1707
Austria,AUT,2020-03-22,1598,1836,1696,1499,1535,1641,1619,
Austria,AUT,2020-03-29,1645.8,1765,1725,1598,1489,1766,1651,
Austria,AUT,2020-04-05,1585.4,1828,1604,1562,1537,1617,1607,
Austria,AUT,2020-04-12,1546.2,1793,1563,1520,1532,1560,1556,
Austria,AUT,2020-04-19,1523.4,1704,1614,1413,1475,1557,1558,
Austria,AUT,2020-04-26,1470.2,1588,1547,1460,1440,1383,1521,
Austria,AUT,2020-05-03,1464.6,1480,1453,1447,1527,1434,1462,
Austria,AUT,2020-05-10,1439.4,1520,1452,1486,1434,1372,1453,
Austria,AUT,2020-05-17,1463,1489,1461,1453,1501,1342,1558,
Austria,AUT,2020-05-24,1421.6,1481,1396,1505,1327,1383,1497,
Austria,AUT,2020-05-31,1414.4,1418,1304,1402,1456,1415,1495,
Austria,AUT,2020-06-07,1412.4,1490,1437,1360,1312,1433,1520,
Austria,AUT,2020-06-14,1443.4,1461,1502,1348,1421,1392,1554,
Austria,AUT,2020-06-21,1407.6,1413,1285,1452,1476,1401,1424,
Austria,AUT,2020-06-28,1399.8,1438,1374,1338,1419,1414,1454,
Austria,AUT,2020-07-05,1435.2,1561,1487,1328,1413,1441,1507,
Austria,AUT,2020-07-12,1377.4,1383,1476,1323,1346,1404,1338,
Austria,AUT,2020-07-19,1469.8,1443,1475,1458,1475,1511,1430,
Austria,AUT,2020-07-26,1488.8,1452,1633,1424,1375,1455,1557,
Austria,AUT,2020-08-02,1504.8,1527,1446,1390,1616,1615,1457,
Austria,AUT,2020-08-09,1426.2,1433,1500,1359,1334,1532,1406,
Austria,AUT,2020-08-16,1460.6,1607,1692,1394,1380,1430,1407,
Austria,AUT,2020-08-23,1433.8,1477,1376,1408,1472,1460,1453,
Austria,AUT,2020-08-30,1426.8,1500,1476,1414,1329,1414,1501,
Austria,AUT,2020-09-06,1377.2,1523,1389,1380,1318,1376,1423,
Austria,AUT,2020-09-13,1424.8,1568,1447,1392,1426,1452,1407,
Austria,AUT,2020-09-20,1423,1569,1459,1376,1407,1421,1452,
Austria,AUT,2020-09-27,1471.6,1532,1410,1442,1496,1436,1574,
Austria,AUT,2020-10-04,1510.4,1587,1494,1469,1481,1553,1555,
Austria,AUT,2020-10-11,1519,1624,1409,1556,1529,1509,1592,
Austria,AUT,2020-10-18,1505.2,1619,1481,1607,1453,1488,1497,
Austria,AUT,2020-10-25,1509,1780,1498,1522,1489,1491,1545,
Austria,AUT,2020-11-01,1513,1896,1433,1484,1551,1561,1536,
Austria,AUT,2020-11-08,1509.4,2006,1460,1541,1490,1501,1555,
Austria,AUT,2020-11-15,1552.4,2287,1527,1616,1505,1556,1558,
Austria,AUT,2020-11-22,1538,2414,1486,1550,1570,1531,1553,
Austria,AUT,2020-11-29,1546.2,2442,1488,1601,1531,1525,1586,
Austria,AUT,2020-12-06,1603,2550,1509,1619,1632,1656,1599,
Austria,AUT,2020-12-13,1606.8,2479,1517,1670,1554,1626,1667,
Austria,AUT,2020-12-20,1653.6,2264,1538,1847,1653,1639,1591,
Austria,AUT,2020-12-27,1735.2,2131,1545,2160,1646,1689,1636,
Austria,AUT,2021-01-03,1735.2,2004,,,,,,
Azerbaijan,AZE,2020-01-31,5436.25,5177,,4953,6085,5284,5423,
Azerbaijan,AZE,2020-02-29,4998.75,5039,,4978,4985,5216,4816,
Azerbaijan,AZE,2020-03-31,4705.5,5792,,4566,4790,4903,4563,
Azerbaijan,AZE,2020-04-30,5095,4511,,5229,4824,5003,5324,
Azerbaijan,AZE,2020-05-31,4738.5,4294,,4574,4954,4871,4555,
Azerbaijan,AZE,2020-06-30,4123.5,6203,,4135,3839,4015,4505,
Azerbaijan,AZE,2020-07-31,4953,6410,,4586,4804,5520,4902,
Azerbaijan,AZE,2020-08-31,4609.25,5049,,4761,4723,4684,4269,
Azerbaijan,AZE,2020-09-30,4137.75,4520,,4221,4085,4144,4101,
Azerbaijan,AZE,2020-10-31,4515.5,5774,,4524,4606,4546,4386,
Azerbaijan,AZE,2020-11-30,4654.75,8378,,5056,4623,4547,4393,
Azerbaijan,AZE,2020-12-31,4895.75,14500,,5065,4791,4517,5210,
Belarus,BLR,2020-01-31,11445.8,10725,11366,11322,11978,10659,11904,
Belarus,BLR,2020-02-29,9892.6,9622,10005,9764,10188,9391,10115,
Belarus,BLR,2020-03-31,10779.8,10690,11148,10260,10205,12080,10206,
Belarus,BLR,2020-04-30,10237.6,10886,10410,9817,9793,10825,10343,
Belarus,BLR,2020-05-31,10280.4,11966,10210,10453,10142,9940,10657,
Belarus,BLR,2020-06-30,9326.2,13016,9399,9629,9304,9036,9263,
Belarus,BLR,2020-07-31,9501,,9342,9377,9272,9525,9989,
Belarus,BLR,2020-08-31,9245.2,,9678,9134,9134,9215,9065,
Belarus,BLR,2020-09-30,9126.4,,8964,9073,9233,9249,9113,
Belarus,BLR,2020-10-31,10394,,10202,10364,10629,10256,10519,
Belarus,BLR,2020-11-30,9536.6,,9286,9969,9509,9545,9374,
Belarus,BLR,2020-12-31,10165.8,,10015,10207,9916,10326,10365,
Belgium,BEL,2020-01-05,2390.4,2241,2461,2244,2557,2382,2308,2467
Belgium,BEL,2020-01-12,2431.6,2404,2525,2234,2735,2317,2347,2398
Belgium,BEL,2020-01-19,2422.8,2326,2526,2295,2645,2336,2312,2434
Belgium,BEL,2020-01-26,2422.4,2215,2510,2263,2691,2253,2395,2430
Belgium,BEL,2020-02-02,2510,2374,2644,2180,2950,2355,2421,2269
Belgium,BEL,2020-02-09,2488.4,2180,2727,2127,2691,2353,2544,2219
Belgium,BEL,2020-02-16,2523.6,2324,2892,2121,2631,2565,2409,2308
Belgium,BEL,2020-02-23,2487.8,2319,2774,2230,2389,2628,2418,2131
Belgium,BEL,2020-03-01,2544.8,2261,2643,2336,2315,3002,2428,1995
Belgium,BEL,2020-03-08,2452.8,2222,2457,2264,2138,3016,2389,2118
Belgium,BEL,2020-03-15,2344.6,2255,2380,2248,2036,2724,2335,
Belgium,BEL,2020-03-22,2322.2,2573,2380,2364,2106,2594,2167,
Belgium,BEL,2020-03-29,2226.8,3217,2270,2273,2068,2460,2063,
Belgium,BEL,2020-04-05,2119.6,4043,2163,2080,1969,2203,2183,
Belgium,BEL,2020-04-12,2095.2,4309,2218,2160,1954,2175,1969,
Belgium,BEL,2020-04-19,2051.4,3722,2152,2049,1917,2044,2095,
Belgium,BEL,2020-04-26,2032.2,3057,2087,1996,2079,1953,2046,
Belgium,BEL,2020-05-03,2012.2,2435,2005,2087,2091,1867,2011,
Belgium,BEL,2020-05-10,2030.2,2397,2063,2065,2009,1980,2034,
Belgium,BEL,2020-05-17,1981.2,2050,1976,1926,2110,1860,2034,
Belgium,BEL,2020-05-24,1970.2,2089,1950,1946,2009,1951,1995,
Belgium,BEL,2020-05-31,1931.4,1992,1905,1885,1981,1953,1933,
Belgium,BEL,2020-06-07,1878,1812,1942,1856,1815,1811,1966,
Belgium,BEL,2020-06-14,1860.6,1905,2003,1851,1868,1734,1847,
Belgium,BEL,2020-06-21,1922.6,1824,1900,1920,2101,1779,1913,
Belgium,BEL,2020-06-28,1897,1973,1888,1846,1821,1950,1980,
Belgium,BEL,2020-07-05,2023.2,1773,2301,1899,1901,2080,1935,
Belgium,BEL,2020-07-12,1861.8,1699,1908,1933,1847,1833,1788,
Belgium,BEL,2020-07-19,1904.8,1862,1797,2030,1827,1988,1882,
Belgium,BEL,2020-07-26,1995.8,1819,1740,1917,1897,2107,2318,
Belgium,BEL,2020-08-02,1885.4,1959,1777,1801,1808,2125,1916,
Belgium,BEL,2020-08-09,1875.4,2048,1997,1788,1826,2000,1766,
Belgium,BEL,2020-08-16,1855.2,2887,1852,1976,1784,1887,1777,
Belgium,BEL,2020-08-23,1901.8,2224,1755,2120,1951,1824,1859,
Belgium,BEL,2020-08-30,1908,1883,1919,1866,1924,1825,2006,
Belgium,BEL,2020-09-06,1848,1904,1775,1835,1883,1909,1838,
Belgium,BEL,2020-09-13,1864.4,1824,1917,1938,1823,1811,1833,
Belgium,BEL,2020-09-20,1882.8,2012,1844,1769,1908,1970,1923,
Belgium,BEL,2020-09-27,1907.6,1934,1932,1906,1963,1831,1906,
Belgium,BEL,2020-10-04,1969,1930,1973,1904,1955,1965,2048,
Belgium,BEL,2020-10-11,2020,2075,2019,2065,2059,2006,1951,
Belgium,BEL,2020-10-18,2005,2162,2059,2041,2007,1957,1961,
Belgium,BEL,2020-10-25,1991.8,2631,2038,2025,1913,1918,2065,
Belgium,BEL,2020-11-01,1983.4,3293,2095,2088,1892,1907,1935,
Belgium,BEL,2020-11-08,2006.6,3699,1951,2093,1939,2049,2001,
Belgium,BEL,2020-11-15,2044,3443,1934,2177,2078,2017,2014,
Belgium,BEL,2020-11-22,2104.8,3189,2020,2143,2114,2060,2187,
Belgium,BEL,2020-11-29,2104.2,2902,2021,2191,2080,2107,2122,
Belgium,BEL,2020-12-06,2164.6,2706,1992,2221,2276,2173,2161,
Belgium,BEL,2020-12-13,2221,2787,2113,2221,2325,2233,2213,
Belgium,BEL,2020-12-20,2255.6,2750,2085,2321,2272,2263,2337,
Belgium,BEL,2020-12-27,2240.4,2622,2031,2418,2350,2251,2152,
Belgium,BEL,2021-01-03,2240.4,2453,,,,,,
Bolivia,BOL,2020-01-31,4399.25,4805,,4538,4181,4292,4586,9126
Bolivia,BOL,2020-02-29,4018.25,4461,,4244,3778,4069,3982,
Bolivia,BOL,2020-03-31,4396,4242,,4312,4531,4338,4403,
Bolivia,BOL,2020-04-30,4177.25,0,,4134,4271,4054,4250,
Bolivia,BOL,2020-05-31,4406.75,3749,,4442,4407,4400,4378,
Bolivia,BOL,2020-06-30,4574,8830,,4720,4403,4602,4571,
Bolivia,BOL,2020-07-31,4600.75,17239,,4377,4403,4755,4868,
Bolivia,BOL,2020-08-31,4494.5,12343,,4296,4310,4704,4668,
Bolivia,BOL,2020-09-30,4223.75,7327,,4119,4206,4240,4330,
Bolivia,BOL,2020-10-31,4329,5654,,4210,4276,4365,4465,
Bolivia,BOL,2020-11-30,4104.5,4995,,4190,4000,4267,3961,
Bolivia,BOL,2020-12-31,4405.75,5373,,4288,4137,4441,4757,
Brazil,BRA,2020-01-31,107200.8,112703,106695,106199,105899,106838,110373,147145
Brazil,BRA,2020-02-29,96648.6,105340,90612,102818,97082,94994,97737,133872
Brazil,BRA,2020-03-31,108378.6,118955,102473,111631,108850,109390,109549,184351
Brazil,BRA,2020-04-30,108504.6,124349,105114,112127,107063,107849,110370,
Brazil,BRA,2020-05-31,115587.2,154135,114042,115315,114774,115068,118737,
Brazil,BRA,2020-06-30,115331.6,149291,109240,117216,114324,116967,118911,
Brazil,BRA,2020-07-31,119659.2,153988,112975,118151,122610,119675,124885,
Brazil,BRA,2020-08-31,113413,145087,107510,111120,114698,115169,118568,
Brazil,BRA,2020-09-30,106914,138302,103152,102873,107336,108897,112312,
Brazil,BRA,2020-10-31,108218.4,134191,104756,107472,109666,107666,111532,
Brazil,BRA,2020-11-30,102370.2,125227,100873,99625,102390,103328,105635,
Brazil,BRA,2020-12-31,108400.4,141933,106733,105227,107971,110878,111193,
Bulgaria,BGR,2020-01-05,2584.6,2111,2502,2445,3169,2274,2533,2575
Bulgaria,BGR,2020-01-12,2574.4,2279,2511,2281,3222,2166,2692,2449
Bulgaria,BGR,2020-01-19,2528.6,2185,2423,2276,2814,2374,2756,2485
Bulgaria,BGR,2020-01-26,2508.2,2393,2339,2367,2627,2360,2848,2415
Bulgaria,BGR,2020-02-02,2460.8,2439,2338,2304,2525,2564,2573,2322
Bulgaria,BGR,2020-02-09,2313.8,2350,2296,2225,2347,2456,2245,2312
Bulgaria,BGR,2020-02-16,2294.6,2310,2341,2100,2352,2380,2300,2428
Bulgaria,BGR,2020-02-23,2288.6,2161,2538,2095,2312,2234,2264,2517
Bulgaria,BGR,2020-03-01,2280.4,2183,2559,1959,2138,2471,2275,2675
Bulgaria,BGR,2020-03-08,2267.6,2049,2472,2088,2230,2382,2166,2948
Bulgaria,BGR,2020-03-15,2204,2075,2441,2100,2117,2239,2123,3297
Bulgaria,BGR,2020-03-22,2162,2044,2363,2020,2115,2164,2148,
Bulgaria,BGR,2020-03-29,2143.8,2082,2377,2106,2098,2057,2081,
Bulgaria,BGR,2020-04-05,2131.4,2041,2266,2123,2079,2075,2114,
Bulgaria,BGR,2020-04-12,2074.6,2030,2268,1927,2025,2061,2092,
Bulgaria,BGR,2020-04-19,2066.2,2024,2243,1945,2116,1991,2036,
Bulgaria,BGR,2020-04-26,2053,1981,2138,1964,2036,2076,2051,
Bulgaria,BGR,2020-05-03,2013,1891,2163,2036,1952,1934,1980,
Bulgaria,BGR,2020-05-10,2029.4,1913,2113,2044,1983,1887,2120,
Bulgaria,BGR,2020-05-17,1970.6,2087,1987,1989,1977,1920,1980,
Bulgaria,BGR,2020-05-24,1973.2,1898,1984,2006,1981,1897,1998,
Bulgaria,BGR,2020-05-31,1953.8,1799,1839,1991,2055,1917,1967,
Bulgaria,BGR,2020-06-07,1919.4,1922,1972,1784,1958,1951,1932,
Bulgaria,BGR,2020-06-14,1935.6,1951,1986,2012,1912,1774,1994,
Bulgaria,BGR,2020-06-21,1962,1930,1906,2145,1957,1776,2026,
Bulgaria,BGR,2020-06-28,1957.8,1904,1839,1958,2291,1793,1908,
Bulgaria,BGR,2020-07-05,1898.8,2138,1826,1806,2008,1900,1954,
Bulgaria,BGR,2020-07-12,1940.8,2043,2031,1970,1920,1963,1820,
Bulgaria,BGR,2020-07-19,1872,1846,1899,1824,1795,1975,1867,
Bulgaria,BGR,2020-07-26,1972.8,1987,2105,1906,1914,1976,1963,
Bulgaria,BGR,2020-08-02,1961.6,2161,2139,1970,1943,1902,1854,
Bulgaria,BGR,2020-08-09,1933.6,2059,2003,1799,2059,1911,1896,
Bulgaria,BGR,2020-08-16,1860.2,1975,1942,1810,1769,1860,1920,
Bulgaria,BGR,2020-08-23,1833,1911,1787,1859,1761,1822,1936,
Bulgaria,BGR,2020-08-30,1820,1937,1840,1765,1804,1828,1863,
Bulgaria,BGR,2020-09-06,1814,1946,1975,1757,1762,1842,1734,
Bulgaria,BGR,2020-09-13,1818.2,1912,1730,1821,1942,1845,1753,
Bulgaria,BGR,2020-09-20,1812.4,1849,1888,1796,1702,1885,1791,
Bulgaria,BGR,2020-09-27,1804.4,1844,1735,1866,1702,1892,1827,
Bulgaria,BGR,2020-10-04,1948,1986,1837,2019,1929,2068,1887,
Bulgaria,BGR,2020-10-11,1986.6,2084,1934,2113,1958,2040,1888,
Bulgaria,BGR,2020-10-18,2057.8,2157,2018,2104,2064,2132,1971,
Bulgaria,BGR,2020-10-25,2052.2,2372,2071,2133,2054,2092,1911,
Bulgaria,BGR,2020-11-01,2087,2732,2192,2074,2061,2069,2039,
Bulgaria,BGR,2020-11-08,2104.2,3236,2099,2139,2016,2073,2194,
Bulgaria,BGR,2020-11-15,2124.8,3948,2229,2129,2105,2135,2026,
Bulgaria,BGR,2020-11-22,2082.6,4407,2126,2091,2072,2166,1958,
Bulgaria,BGR,2020-11-29,2102,4739,2027,2151,2052,2209,2071,
Bulgaria,BGR,2020-12-06,2155.8,4753,2014,2300,2015,2322,2128,
Bulgaria,BGR,2020-12-13,2194.8,4370,2131,2281,2103,2346,2113,
Bulgaria,BGR,2020-12-20,2225.6,3945,2184,2431,2033,2345,2135,
Bulgaria,BGR,2020-12-27,2356.6,3242,2171,2811,2253,2431,2117,
Bulgaria,BGR,2021-01-03,2356.6,2946,,,,,,
Canada,CAN,2020-01-05,6067,6165,6255,5250,6170,6605,6055,
Canada,CAN,2020-01-12,6091,6190,6190,5470,6225,6630,5940,
Canada,CAN,2020-01-19,6038,6110,6045,5330,6285,6545,5985,
Canada,CAN,2020-01-26,5902,6120,5685,5415,6060,6415,5935,
Canada,CAN,2020-02-02,5776,5810,5745,5230,5855,6200,5850,
Canada,CAN,2020-02-09,5746,5870,5655,5240,6025,6015,5795,
Canada,CAN,2020-02-16,5735,5700,5535,5430,5870,5990,5850,
Canada,CAN,2020-02-23,5709,5650,5535,5495,5710,6020,5785,
Canada,CAN,2020-03-01,5638,5750,5555,5585,5550,5775,5725,
Canada,CAN,2020-03-08,5620,5755,5415,5445,5600,5905,5735,
Canada,CAN,2020-03-15,5525,5665,5330,5360,5630,5655,5650,
Canada,CAN,2020-03-22,5503,5840,5255,5480,5560,5600,5620,
Canada,CAN,2020-03-29,5464,5900,5260,5325,5485,5685,5565,
Canada,CAN,2020-04-05,5371,6285,5055,5280,5400,5585,5535,
Canada,CAN,2020-04-12,5361,6565,5265,5185,5260,5540,5555,
Canada,CAN,2020-04-19,5288,6570,5120,5155,5230,5365,5570,
Canada,CAN,2020-04-26,5249,6890,5050,5080,5240,5450,5425,
Canada,CAN,2020-05-03,5291,6850,5070,5200,5285,5385,5515,
Canada,CAN,2020-05-10,5165,6390,4955,4990,5210,5270,5400,
Canada,CAN,2020-05-17,5048,6080,4830,4900,4970,5180,5360,
Canada,CAN,2020-05-24,5036,5860,4865,4870,4980,5140,5325,
Canada,CAN,2020-05-31,4920,5850,4625,4845,4880,5060,5190,
Canada,CAN,2020-06-07,4929,5530,4685,4680,5045,5065,5170,
Canada,CAN,2020-06-14,4900,5165,4625,4680,4900,5055,5240,
Canada,CAN,2020-06-21,4871,5265,4660,4830,4790,5070,5005,
Canada,CAN,2020-06-28,4880,5270,4610,4805,4950,5015,5020,
Canada,CAN,2020-07-05,4905,5130,4625,4730,4905,5125,5140,
Canada,CAN,2020-07-12,4856,5340,4575,4660,4830,5065,5150,
Canada,CAN,2020-07-19,4793,5215,4550,4720,4860,4780,5055,
Canada,CAN,2020-07-26,4879,5220,4730,4755,4915,4935,5060,
Canada,CAN,2020-08-02,4790,5195,4520,4700,4860,4940,4930,
Canada,CAN,2020-08-09,4849,5230,4515,4895,4950,4935,4950,
Canada,CAN,2020-08-16,4855,5410,4635,4885,4750,4960,5045,
Canada,CAN,2020-08-23,4828,5420,4600,4735,4900,4865,5040,
Canada,CAN,2020-08-30,4893,5225,4665,4820,4945,4935,5100,
Canada,CAN,2020-09-06,4908,5445,4600,4760,5040,5085,5055,
Canada,CAN,2020-09-13,4937,5325,4735,4905,5050,5030,4965,
Canada,CAN,2020-09-20,4950,5435,4785,4845,5000,5105,5015,
Canada,CAN,2020-09-27,5088,5760,4880,4970,5065,5165,5360,
Canada,CAN,2020-10-04,5194,5680,5025,5130,5145,5250,5420,
Canada,CAN,2020-10-11,5206,5795,5080,5195,5175,5295,5285,
Canada,CAN,2020-10-18,5279,5770,5045,5200,5180,5370,5600,
Canada,CAN,2020-10-25,5268,5800,5025,5235,5175,5405,5500,
Canada,CAN,2020-11-01,5337,5925,4955,5315,5440,5485,5490,
Canada,CAN,2020-11-08,5311,6285,5040,5115,5420,5420,5560,
Canada,CAN,2020-11-15,5314,6145,5050,5075,5415,5425,5605,
Canada,CAN,2020-11-22,5333,6030,4970,5295,5445,5400,5555,
Canada,CAN,2020-11-29,5402,5995,5175,5325,5455,5460,5595,
Canada,CAN,2020-12-06,5421,6145,5270,5165,5435,5555,5680,
Canada,CAN,2020-12-13,5465,6250,5035,5505,5655,5460,5670,
Canada,CAN,2020-12-20,5578,,,,,,,
Canada,CAN,2020-12-27,5706,,5225,5825,5995,5640,5845,
Canada,CAN,2021-01-03,5706,,,,,,,
Chile,CHL,2020-01-05,1934,2093,,1884,1878,1946,2028,2441
Chile,CHL,2020-01-12,1846,2053,,1885,1868,1804,1827,2435
Chile,CHL,2020-01-19,1896,2056,,1916,2034,1804,1830,2698
Chile,CHL,2020-01-26,1912.5,1962,,1837,2082,1776,1955,2548
Chile,CHL,2020-02-02,1917,1970,,1912,1891,1895,1970,2620
Chile,CHL,2020-02-09,1839.75,1993,,1718,1788,1817,2036,2503
Chile,CHL,2020-02-16,1834.75,1909,,1760,1813,1885,1881,2492
Chile,CHL,2020-02-23,1881.5,1899,,1813,1969,1809,1935,2589
Chile,CHL,2020-03-01,1785.25,1884,,1756,1730,1782,1873,2636
Chile,CHL,2020-03-08,1790.25,1885,,1753,1739,1870,1799,2621
Chile,CHL,2020-03-15,1796.25,1928,,1771,1754,1789,1871,2388
Chile,CHL,2020-03-22,1809.75,2008,,1758,1770,1819,1892,
Chile,CHL,2020-03-29,1842.75,2004,,1757,1800,1961,1853,
Chile,CHL,2020-04-05,1889,2080,,1789,1895,1903,1969,
Chile,CHL,2020-04-12,1953,2010,,1945,1949,1939,1979,
Chile,CHL,2020-04-19,1910,2086,,1889,1847,1920,1984,
Chile,CHL,2020-04-26,1986.25,2095,,2018,1970,1917,2040,
Chile,CHL,2020-05-03,1981,2083,,1882,1964,1976,2102,
Chile,CHL,2020-05-10,1959,2342,,1965,1921,1864,2086,
